leave_id,personnel_id,leave_type,start_date,end_date,days_availed
P00452-L010,P00452,compensatory,2025-08-31,2025-09-13,12.9
P00452-L011,P00452,casual,2025-10-15,2025-10-20,5.0
P00452-L012,P00452,casual,2025-12-10,2025-12-18,7.9
P00452-L013,P00452,earned,2026-01-17,2026-01-22,5.2
P00452-L014,P00452,earned,2026-02-28,2026-03-07,6.5
P00452-L015,P00452,earned,2026-04-05,2026-04-25,20.7
P00452-L016,P00452,medical,2026-05-18,2026-05-20,2.1
P00452-L017,P00452,earned,2026-06-18,2026-06-29,11.1
P00452-L018,P00452,earned,2026-08-02,2026-08-11,8.5
P00453-L001,P00453,earned,2024-09-03,2024-09-13,10.4
P00453-L002,P00453,casual,2024-10-20,2024-10-26,6.2
P00453-L003,P00453,medical,2024-12-15,2025-01-02,18.6
P00453-L004,P00453,medical,2025-01-20,2025-02-06,17.3
P00453-L005,P00453,casual,2025-03-07,2025-03-15,7.8
P00453-L006,P00453,casual,2025-04-20,2025-05-02,12.3
P00453-L007,P00453,earned,2025-06-15,2025-07-01,16.6
P00453-L008,P00453,earned,2025-07-18,2025-07-22,3.5
P00453-L009,P00453,casual,2025-09-22,2025-10-02,10.0
P00453-L010,P00453,casual,2025-10-23,2025-10-28,4.9
P00453-L011,P00453,earned,2025-12-01,2025-12-09,8.0
P00453-L012,P00453,earned,2026-01-27,2026-02-02,5.7
P00453-L013,P00453,earned,2026-03-14,2026-03-25,10.9
P00453-L014,P00453,earned,2026-04-27,2026-05-11,14.2
P00453-L015,P00453,casual,2026-06-10,2026-06-17,6.5
P00453-L016,P00453,casual,2026-07-24,2026-07-29,4.4
P00454-L001,P00454,earned,2024-09-02,2024-09-07,4.7
P00454-L002,P00454,earned,2024-10-08,2024-10-13,5.5
P00454-L003,P00454,casual,2024-10-30,2024-11-15,15.6
P00454-L004,P00454,earned,2024-11-27,2024-12-07,10.3
P00454-L005,P00454,casual,2025-01-02,2025-01-08,5.2
P00454-L006,P00454,medical,2025-02-04,2025-02-08,4.2
P00454-L007,P00454,earned,2025-02-28,2025-03-05,5.0
P00454-L008,P00454,compensatory,2025-03-30,2025-04-12,12.7
P00454-L009,P00454,earned,2025-04-28,2025-05-02,4.2
P00454-L010,P00454,casual,2025-05-24,2025-05-28,4.1
P00454-L011,P00454,casual,2025-07-01,2025-07-14,12.9
P00454-L012,P00454,casual,2025-08-04,2025-08-09,5.0
P00454-L013,P00454,medical,2025-08-23,2025-08-29,5.7
P00454-L014,P00454,earned,2025-09-23,2025-09-26,2.7
P00454-L015,P00454,earned,2025-10-25,2025-10-31,5.5
P00454-L016,P00454,earned,2025-11-23,2025-11-26,3.2
P00454-L017,P00454,earned,2025-12-15,2025-12-22,7.0
P00454-L018,P00454,casual,2026-01-30,2026-02-02,3.3
P00454-L019,P00454,casual,2026-02-13,2026-02-19,6.4
P00454-L020,P00454,medical,2026-03-15,2026-03-20,4.6
P00454-L021,P00454,earned,2026-04-09,2026-04-17,8.1
P00454-L022,P00454,casual,2026-05-15,2026-05-23,8.6
P00454-L023,P00454,earned,2026-06-05,2026-06-12,6.8
P00454-L024,P00454,earned,2026-07-18,2026-07-20,2.0
P00454-L025,P00454,earned,2026-08-24,2026-08-29,4.2
P00455-L001,P00455,earned,2024-09-26,2024-10-06,9.8
P00455-L002,P00455,earned,2024-10-22,2024-10-28,6.7
P00455-L003,P00455,earned,2024-12-12,2024-12-19,7.2
P00455-L004,P00455,casual,2025-01-30,2025-02-12,12.4
P00455-L005,P00455,casual,2025-03-15,2025-03-24,8.2
P00455-L006,P00455,earned,2025-05-10,2025-05-17,6.4
P00455-L007,P00455,casual,2025-07-07,2025-07-13,6.9
P00455-L008,P00455,casual,2025-09-02,2025-09-11,9.3
P00455-L009,P00455,earned,2025-10-09,2025-10-14,4.9
P00455-L010,P00455,medical,2025-11-15,2025-11-30,15.5
P00455-L011,P00455,casual,2026-01-04,2026-01-11,6.7
P00455-L012,P00455,earned,2026-03-10,2026-03-23,12.7
P00455-L013,P00455,medical,2026-04-17,2026-04-27,10.1
P00455-L014,P00455,casual,2026-06-23,2026-06-28,4.9
P00455-L015,P00455,casual,2026-07-14,2026-07-21,6.6
P00456-L001,P00456,compensatory,2024-09-04,2024-09-17,13.2
P00456-L002,P00456,medical,2024-11-19,2024-11-22,3.4
P00456-L003,P00456,earned,2024-12-10,2024-12-23,12.7
P00456-L004,P00456,casual,2025-01-25,2025-02-02,8.6
P00456-L005,P00456,casual,2025-03-19,2025-03-30,10.7
P00456-L006,P00456,casual,2025-05-15,2025-05-19,4.2
P00456-L007,P00456,medical,2025-06-23,2025-07-02,9.0
P00456-L008,P00456,earned,2025-08-14,2025-08-30,16.1
P00456-L009,P00456,earned,2025-10-08,2025-10-21,13.3
P00456-L010,P00456,earned,2025-11-30,2025-12-12,12.0
P00456-L011,P00456,medical,2026-01-23,2026-01-25,2.0
P00456-L012,P00456,earned,2026-03-03,2026-03-12,8.4
P00456-L013,P00456,medical,2026-04-12,2026-04-26,14.1
P00456-L014,P00456,earned,2026-06-02,2026-06-22,20.6
P00456-L015,P00456,casual,2026-07-30,2026-08-11,11.4
P00457-L001,P00457,earned,2024-09-03,2024-09-14,11.7
P00457-L002,P00457,medical,2024-11-07,2024-11-15,7.6
P00457-L003,P00457,earned,2025-01-07,2025-01-13,6.3
P00457-L004,P00457,earned,2025-03-17,2025-03-21,4.1
P00457-L005,P00457,earned,2025-05-13,2025-05-29,16.0
P00457-L006,P00457,earned,2025-07-12,2025-07-20,7.9
P00457-L007,P00457,casual,2025-09-01,2025-09-08,7.1
P00457-L008,P00457,casual,2025-11-08,2025-11-12,4.5
P00457-L009,P00457,casual,2026-01-18,2026-01-26,8.7
P00457-L010,P00457,earned,2026-04-06,2026-04-13,7.5
P00457-L011,P00457,medical,2026-05-07,2026-05-20,12.6
P00457-L012,P00457,earned,2026-07-20,2026-07-25,4.9
P00458-L001,P00458,earned,2024-09-15,2024-09-22,6.8
P00458-L002,P00458,casual,2024-10-28,2024-10-31,3.3
P00458-L003,P00458,earned,2025-01-06,2025-01-20,13.8
P00458-L004,P00458,casual,2025-02-15,2025-02-26,11.3
P00458-L005,P00458,earned,2025-04-09,2025-04-16,6.9
P00458-L006,P00458,casual,2025-06-14,2025-06-29,15.0
P00458-L007,P00458,earned,2025-07-17,2025-08-03,17.8
P00458-L008,P00458,casual,2025-09-26,2025-10-04,8.6
P00458-L009,P00458,casual,2025-10-27,2025-11-06,10.4
P00458-L010,P00458,earned,2025-12-27,2026-01-06,10.0
P00458-L011,P00458,medical,2026-02-05,2026-02-09,4.2
P00458-L012,P00458,earned,2026-04-04,2026-04-06,1.6
P00458-L013,P00458,casual,2026-05-26,2026-05-28,2.4
P00458-L014,P00458,casual,2026-07-30,2026-08-08,8.8
P00459-L001,P00459,earned,2024-09-06,2024-09-08,2.0
P00459-L002,P00459,earned,2024-10-15,2024-10-23,7.5
P00459-L003,P00459,casual,2024-11-27,2024-12-01,3.8
P00459-L004,P00459,earned,2025-01-16,2025-01-20,3.7
P00459-L005,P00459,casual,2025-03-06,2025-03-12,6.4
P00459-L006,P00459,earned,2025-04-04,2025-04-14,9.7
P00459-L007,P00459,earned,2025-05-17,2025-05-29,12.5
P00459-L008,P00459,medical,2025-07-26,2025-08-01,5.4
P00459-L009,P00459,earned,2025-09-03,2025-09-12,8.5
P00459-L010,P00459,casual,2025-10-08,2025-10-16,8.5
P00459-L011,P00459,casual,2025-11-09,2025-11-21,11.5
P00459-L012,P00459,medical,2025-12-28,2026-01-11,14.5
P00459-L013,P00459,earned,2026-02-03,2026-02-11,8.3
P00459-L014,P00459,casual,2026-03-14,2026-03-20,6.1
P00459-L015,P00459,earned,2026-05-11,2026-05-16,5.7
P00459-L016,P00459,earned,2026-06-10,2026-06-16,6.2
P00459-L017,P00459,casual,2026-07-25,2026-07-30,5.0
P00460-L001,P00460,casual,2024-09-04,2024-09-07,3.3
P00460-L002,P00460,medical,2024-10-02,2024-10-11,8.7
P00460-L003,P00460,casual,2024-11-02,2024-11-05,2.5
P00460-L004,P00460,casual,2024-11-28,2024-12-04,5.6
P00460-L005,P00460,compensatory,2024-12-28,2025-01-04,7.0
P00460-L006,P00460,medical,2025-01-26,2025-02-03,8.1
P00460-L007,P00460,compensatory,2025-03-07,2025-03-10,3.3
P00460-L008,P00460,casual,2025-04-02,2025-04-16,14.1
P00460-L009,P00460,casual,2025-04-27,2025-05-01,3.9
P00460-L010,P00460,earned,2025-05-25,2025-06-06,12.9
P00460-L011,P00460,casual,2025-06-20,2025-06-30,9.5
P00460-L012,P00460,casual,2025-07-29,2025-08-02,3.9
P00460-L013,P00460,medical,2025-08-28,2025-08-31,3.6
P00460-L014,P00460,casual,2025-09-24,2025-10-02,7.9
P00460-L015,P00460,earned,2025-10-21,2025-10-30,9.5
P00460-L016,P00460,compensatory,2025-11-25,2025-12-03,8.4
P00460-L017,P00460,earned,2025-12-22,2025-12-30,8.4
P00460-L018,P00460,medical,2026-01-14,2026-01-16,2.0
P00460-L019,P00460,compensatory,2026-02-08,2026-02-13,5.2
P00460-L020,P00460,casual,2026-03-11,2026-03-22,10.8
P00460-L021,P00460,compensatory,2026-04-18,2026-04-26,7.5
P00460-L022,P00460,earned,2026-05-20,2026-05-23,2.9
P00460-L023,P00460,casual,2026-06-18,2026-06-25,6.8
P00460-L024,P00460,earned,2026-07-07,2026-07-14,6.7
P00460-L025,P00460,medical,2026-08-07,2026-08-13,6.2
P00461-L001,P00461,casual,2024-09-08,2024-09-18,9.9
P00461-L002,P00461,earned,2024-10-08,2024-10-13,5.2
P00461-L003,P00461,earned,2024-10-26,2024-11-06,11.3
P00461-L004,P00461,medical,2024-11-22,2024-11-28,6.0
P00461-L005,P00461,earned,2024-12-18,2024-12-27,8.5
P00461-L006,P00461,earned,2025-01-21,2025-01-25,3.5
P00461-L007,P00461,earned,2025-02-11,2025-02-18,6.5
P00461-L008,P00461,earned,2025-03-09,2025-03-21,11.5
P00461-L009,P00461,earned,2025-04-16,2025-04-21,4.9
P00461-L010,P00461,medical,2025-05-04,2025-05-11,7.4
P00461-L011,P00461,earned,2025-06-18,2025-06-20,1.7
P00461-L012,P00461,medical,2025-07-07,2025-07-13,5.6
P00461-L013,P00461,casual,2025-07-23,2025-07-27,4.2
P00461-L014,P00461,medical,2025-08-30,2025-08-31,1.3
P00461-L015,P00461,casual,2025-09-25,2025-10-03,7.9
P00461-L016,P00461,casual,2025-10-16,2025-10-26,10.0
P00461-L017,P00461,casual,2025-11-15,2025-11-29,14.2
P00461-L018,P00461,earned,2025-12-11,2025-12-20,8.9
P00461-L019,P00461,casual,2026-01-02,2026-01-08,5.3
P00461-L020,P00461,earned,2026-02-18,2026-02-22,3.7
P00461-L021,P00461,casual,2026-02-27,2026-03-02,3.2
P00461-L022,P00461,casual,2026-03-26,2026-03-30,3.7
P00461-L023,P00461,earned,2026-04-26,2026-05-01,4.8
P00461-L024,P00461,casual,2026-05-19,2026-05-29,10.0
P00461-L025,P00461,casual,2026-06-14,2026-06-21,7.4
P00461-L026,P00461,earned,2026-07-17,2026-07-20,2.9
P00461-L027,P00461,earned,2026-08-05,2026-08-16,11.2
P00462-L001,P00462,medical,2024-09-12,2024-09-18,6.5
P00462-L002,P00462,medical,2024-10-23,2024-10-30,7.1
P00462-L003,P00462,medical,2024-11-11,2024-11-15,3.9
P00462-L004,P00462,earned,2024-12-24,2025-01-10,16.9
P00462-L005,P00462,casual,2025-02-03,2025-02-09,5.9
P00462-L006,P00462,casual,2025-02-24,2025-03-08,11.7
P00462-L007,P00462,casual,2025-04-08,2025-04-16,7.5
P00462-L008,P00462,earned,2025-05-05,2025-05-13,7.7
P00462-L009,P00462,earned,2025-06-12,2025-06-16,4.3
P00462-L010,P00462,casual,2025-08-02,2025-08-07,4.6
P00462-L011,P00462,earned,2025-08-23,2025-08-29,5.9
P00462-L012,P00462,compensatory,2025-09-26,2025-10-05,8.3
P00462-L013,P00462,casual,2025-11-01,2025-11-07,6.0
P00462-L014,P00462,medical,2025-11-30,2025-12-10,9.7
P00462-L015,P00462,earned,2026-01-05,2026-01-15,9.4
P00462-L016,P00462,earned,2026-02-27,2026-03-05,5.9
P00462-L017,P00462,earned,2026-03-30,2026-04-03,3.5
P00462-L018,P00462,earned,2026-04-15,2026-04-27,11.8
P00462-L019,P00462,casual,2026-05-25,2026-05-31,6.2
P00462-L020,P00462,medical,2026-07-05,2026-07-22,16.9
P00462-L021,P00462,earned,2026-08-07,2026-08-14,6.7
P00463-L001,P00463,earned,2024-09-02,2024-09-15,13.2
P00463-L002,P00463,earned,2024-10-22,2024-10-26,4.8
P00463-L003,P00463,casual,2024-12-10,2024-12-20,10.2
P00463-L004,P00463,earned,2025-01-09,2025-01-18,8.2
P00463-L005,P00463,earned,2025-02-13,2025-02-22,8.9
P00463-L006,P00463,casual,2025-03-23,2025-03-30,7.0
P00463-L007,P00463,casual,2025-05-19,2025-05-29,9.4
P00463-L008,P00463,casual,2025-06-13,2025-06-18,5.6
P00463-L009,P00463,earned,2025-07-28,2025-08-10,12.6
P00463-L010,P00463,compensatory,2025-09-02,2025-09-13,11.4
P00463-L011,P00463,casual,2025-10-19,2025-10-29,9.8
P00463-L012,P00463,medical,2025-11-26,2025-12-07,11.3
P00463-L013,P00463,earned,2026-01-05,2026-01-17,11.6
P00463-L014,P00463,compensatory,2026-02-19,2026-03-03,12.2
P00463-L015,P00463,earned,2026-04-15,2026-04-27,11.8
P00463-L016,P00463,casual,2026-05-02,2026-05-06,4.0
P00463-L017,P00463,medical,2026-06-28,2026-07-06,8.2
P00463-L018,P00463,casual,2026-07-25,2026-07-30,4.6
P00464-L001,P00464,earned,2024-09-09,2024-09-13,4.5
P00464-L002,P00464,earned,2024-11-05,2024-11-10,4.3
P00464-L003,P00464,earned,2024-12-16,2024-12-27,10.9
P00464-L004,P00464,earned,2025-02-12,2025-02-23,10.4
P00464-L005,P00464,earned,2025-04-03,2025-04-12,9.3
P00464-L006,P00464,casual,2025-06-10,2025-06-21,11.1
P00464-L007,P00464,earned,2025-07-21,2025-07-25,3.8
P00464-L008,P00464,earned,2025-09-10,2025-09-17,7.5
P00464-L009,P00464,casual,2025-10-24,2025-10-31,6.6
P00464-L010,P00464,earned,2025-12-25,2026-01-11,16.6
P00464-L011,P00464,casual,2026-02-07,2026-02-15,7.9
P00464-L012,P00464,earned,2026-04-19,2026-05-04,14.6
P00464-L013,P00464,casual,2026-05-26,2026-06-01,6.2
P00464-L014,P00464,casual,2026-07-15,2026-07-19,4.8
P00465-L001,P00465,casual,2024-09-05,2024-09-25,19.8
P00465-L002,P00465,medical,2024-12-26,2025-01-07,12.1
P00465-L003,P00465,medical,2025-05-01,2025-05-05,3.4
P00465-L004,P00465,casual,2025-07-25,2025-08-01,6.8
P00465-L005,P00465,casual,2025-12-08,2026-01-02,24.5
P00465-L006,P00465,earned,2026-02-16,2026-03-04,15.4
P00465-L007,P00465,compensatory,2026-05-20,2026-06-03,13.9
P00466-L001,P00466,earned,2024-10-28,2024-11-15,18.1
P00466-L002,P00466,earned,2025-02-05,2025-02-23,17.1
P00466-L003,P00466,earned,2025-05-24,2025-05-31,7.3
P00466-L004,P00466,medical,2025-10-02,2025-10-15,12.3
P00466-L005,P00466,casual,2026-02-05,2026-02-14,8.3
P00466-L006,P00466,medical,2026-05-17,2026-05-25,7.3
P00467-L001,P00467,earned,2024-09-20,2024-09-29,9.1
P00467-L002,P00467,earned,2024-11-02,2024-11-12,9.3
P00467-L003,P00467,earned,2024-12-05,2024-12-09,4.3
P00467-L004,P00467,casual,2025-01-10,2025-01-18,7.7
P00467-L005,P00467,medical,2025-02-14,2025-02-27,12.2
P00467-L006,P00467,compensatory,2025-04-22,2025-04-26,3.4
P00467-L007,P00467,compensatory,2025-05-16,2025-05-23,6.3
P00467-L008,P00467,casual,2025-07-05,2025-07-13,7.3
P00467-L009,P00467,casual,2025-07-30,2025-08-16,17.5
P00467-L010,P00467,casual,2025-09-17,2025-09-23,5.4
P00467-L011,P00467,medical,2025-11-02,2025-11-17,15.0
P00467-L012,P00467,casual,2025-11-26,2025-12-02,5.8
P00467-L013,P00467,casual,2026-01-01,2026-01-06,4.1
P00467-L014,P00467,earned,2026-02-22,2026-03-07,12.8
P00467-L015,P00467,casual,2026-04-04,2026-04-18,13.9
P00467-L016,P00467,earned,2026-05-04,2026-05-12,7.6
P00467-L017,P00467,casual,2026-07-08,2026-07-18,9.4
P00467-L018,P00467,casual,2026-07-30,2026-08-10,10.6
P00468-L001,P00468,earned,2024-09-20,2024-09-29,9.3
P00468-L002,P00468,casual,2024-10-30,2024-11-14,14.7
P00468-L003,P00468,earned,2024-12-18,2024-12-31,12.4
P00468-L004,P00468,casual,2025-02-06,2025-02-12,6.2
P00468-L005,P00468,earned,2025-03-11,2025-03-16,4.5
P00468-L006,P00468,medical,2025-04-19,2025-05-10,20.4
P00468-L007,P00468,earned,2025-06-13,2025-06-23,10.4
P00468-L008,P00468,medical,2025-07-18,2025-07-21,3.0
P00468-L009,P00468,earned,2025-09-13,2025-09-17,4.7
P00468-L010,P00468,earned,2025-11-05,2025-11-15,10.8
P00468-L011,P00468,earned,2025-12-05,2025-12-19,14.4
P00468-L012,P00468,earned,2026-02-01,2026-02-07,6.3
P00468-L013,P00468,medical,2026-03-12,2026-03-24,12.4
P00468-L014,P00468,casual,2026-04-18,2026-04-26,8.1
P00468-L015,P00468,medical,2026-06-07,2026-06-27,20.2
P00468-L016,P00468,earned,2026-07-24,2026-08-03,10.2
P00469-L001,P00469,casual,2024-09-30,2024-10-14,14.1
P00469-L002,P00469,earned,2024-11-19,2024-11-29,10.1
P00469-L003,P00469,medical,2025-02-20,2025-03-05,13.2
P00469-L004,P00469,earned,2025-04-11,2025-04-16,5.3
P00469-L005,P00469,casual,2025-07-25,2025-07-30,5.1
P00469-L006,P00469,earned,2025-09-27,2025-10-13,16.0
P00469-L007,P00469,compensatory,2025-11-30,2025-12-03,2.8
P00469-L008,P00469,earned,2026-01-25,2026-02-06,12.0
P00469-L009,P00469,earned,2026-05-06,2026-05-11,4.6
P00469-L010,P00469,casual,2026-07-30,2026-08-05,6.1
P00470-L001,P00470,casual,2024-09-22,2024-10-04,12.0
P00470-L002,P00470,earned,2026-01-24,2026-02-03,10.1
P00471-L001,P00471,earned,2024-09-03,2024-09-11,8.6
P00471-L002,P00471,casual,2024-10-30,2024-11-04,4.3
P00471-L003,P00471,compensatory,2024-11-18,2024-11-25,7.5
P00471-L004,P00471,casual,2024-12-27,2025-01-02,6.2
P00471-L005,P00471,earned,2025-02-24,2025-03-02,6.6
P00471-L006,P00471,medical,2025-03-24,2025-03-30,5.8
P00471-L007,P00471,earned,2025-04-28,2025-05-06,8.3
P00471-L008,P00471,casual,2025-06-07,2025-06-09,1.8
P00471-L009,P00471,earned,2025-07-06,2025-07-10,4.6
P00471-L010,P00471,medical,2025-08-15,2025-08-24,8.8
P00471-L011,P00471,earned,2025-09-22,2025-09-30,7.6
P00471-L012,P00471,compensatory,2025-11-02,2025-11-07,6.0
P00471-L013,P00471,casual,2025-12-22,2026-01-04,12.3
P00471-L014,P00471,earned,2026-01-15,2026-01-18,2.3
P00471-L015,P00471,casual,2026-03-06,2026-03-13,7.0
P00471-L016,P00471,earned,2026-04-25,2026-05-02,7.3
P00471-L017,P00471,casual,2026-06-04,2026-06-08,3.9
P00471-L018,P00471,earned,2026-07-02,2026-07-05,3.3
P00471-L019,P00471,casual,2026-08-17,2026-08-24,6.8
P00472-L001,P00472,earned,2024-09-17,2024-10-01,13.8
P00472-L002,P00472,medical,2024-11-28,2024-12-10,11.9
P00472-L003,P00472,casual,2024-12-28,2025-01-10,12.7
P00472-L004,P00472,earned,2025-02-17,2025-02-23,5.4
P00472-L005,P00472,earned,2025-04-14,2025-04-24,9.6
P00472-L006,P00472,earned,2025-06-12,2025-06-20,7.9
P00472-L007,P00472,earned,2025-08-20,2025-09-03,14.5
P00472-L008,P00472,earned,2025-10-17,2025-11-01,15.2
P00472-L009,P00472,earned,2025-11-24,2025-12-08,14.4
P00472-L010,P00472,earned,2026-01-24,2026-02-03,9.4
P00472-L011,P00472,earned,2026-04-02,2026-04-08,6.4
P00472-L012,P00472,earned,2026-05-28,2026-06-09,11.8
P00472-L013,P00472,earned,2026-07-31,2026-08-08,7.3
P00473-L001,P00473,earned,2024-09-24,2024-10-01,7.4
P00473-L002,P00473,earned,2024-12-16,2024-12-27,10.8
P00473-L003,P00473,earned,2025-05-01,2025-05-11,10.4
P00473-L004,P00473,medical,2025-08-24,2025-09-02,8.8
P00473-L005,P00473,casual,2025-11-14,2025-11-23,9.8
P00473-L006,P00473,compensatory,2026-02-09,2026-03-02,21.7
P00473-L007,P00473,earned,2026-06-07,2026-06-13,5.4
P00474-L001,P00474,medical,2024-09-04,2024-09-15,10.6
P00474-L002,P00474,casual,2024-10-07,2024-10-14,7.4
P00474-L003,P00474,earned,2024-10-29,2024-11-03,5.1
P00474-L004,P00474,casual,2024-12-03,2024-12-08,5.4
P00474-L005,P00474,earned,2024-12-22,2024-12-27,4.8
P00474-L006,P00474,earned,2025-01-12,2025-01-25,12.7
P00474-L007,P00474,earned,2025-02-05,2025-02-16,10.9
P00474-L008,P00474,casual,2025-03-14,2025-03-26,12.0
P00474-L009,P00474,earned,2025-04-04,2025-04-14,10.9
P00474-L010,P00474,casual,2025-05-08,2025-05-11,2.8
P00474-L011,P00474,earned,2025-05-20,2025-05-26,5.3
P00474-L012,P00474,earned,2025-06-23,2025-06-30,7.0
P00474-L013,P00474,casual,2025-07-12,2025-07-20,8.5
P00474-L014,P00474,earned,2025-08-11,2025-08-18,7.8
P00474-L015,P00474,medical,2025-09-05,2025-09-07,2.7
P00474-L016,P00474,casual,2025-10-05,2025-10-11,6.2
P00474-L017,P00474,earned,2025-10-27,2025-11-08,12.2
P00474-L018,P00474,earned,2025-11-18,2025-11-20,2.4
P00474-L019,P00474,casual,2025-12-27,2026-01-01,4.7
P00474-L020,P00474,earned,2026-01-16,2026-01-21,4.8
P00474-L021,P00474,casual,2026-02-12,2026-02-26,14.0
P00474-L022,P00474,earned,2026-03-06,2026-03-11,5.5
P00474-L023,P00474,earned,2026-03-29,2026-04-06,7.6
P00474-L024,P00474,casual,2026-04-29,2026-05-03,3.9
P00474-L025,P00474,earned,2026-05-28,2026-06-04,7.3
P00474-L026,P00474,earned,2026-06-19,2026-06-22,2.9
P00474-L027,P00474,earned,2026-07-13,2026-07-15,1.7
P00474-L028,P00474,earned,2026-08-08,2026-08-15,6.8
P00475-L001,P00475,earned,2024-09-14,2024-09-19,5.3
P00475-L002,P00475,earned,2024-10-14,2024-10-17,2.5
P00475-L003,P00475,medical,2024-11-20,2024-11-29,8.8
P00475-L004,P00475,casual,2024-12-29,2025-01-08,9.2
P00475-L005,P00475,earned,2025-02-13,2025-02-20,6.4
P00475-L006,P00475,medical,2025-03-04,2025-03-19,15.5
P00475-L007,P00475,earned,2025-04-19,2025-04-23,3.5
P00475-L008,P00475,earned,2025-05-20,2025-05-28,8.6
P00475-L009,P00475,earned,2025-07-01,2025-07-08,6.6
P00475-L010,P00475,earned,2025-08-14,2025-08-19,5.5
P00475-L011,P00475,medical,2025-09-09,2025-09-24,14.8
P00475-L012,P00475,earned,2025-10-24,2025-10-31,6.8
P00475-L013,P00475,earned,2025-11-17,2025-11-27,9.8
P00475-L014,P00475,earned,2026-01-01,2026-01-09,8.0
P00475-L015,P00475,earned,2026-01-30,2026-02-21,21.5
P00475-L016,P00475,earned,2026-03-18,2026-04-03,16.8
P00475-L017,P00475,compensatory,2026-04-18,2026-04-21,3.2
P00475-L018,P00475,earned,2026-05-18,2026-05-23,5.5
P00475-L019,P00475,earned,2026-06-22,2026-06-24,2.8
P00475-L020,P00475,compensatory,2026-08-13,2026-08-24,10.5
P00476-L001,P00476,earned,2024-09-03,2024-09-16,12.7
P00476-L002,P00476,earned,2024-10-07,2024-10-20,13.3
P00476-L003,P00476,earned,2024-12-03,2024-12-06,2.6
P00476-L004,P00476,earned,2024-12-31,2025-01-06,5.3
P00476-L005,P00476,casual,2025-01-25,2025-02-05,10.3
P00476-L006,P00476,earned,2025-03-05,2025-03-14,8.9
P00476-L007,P00476,casual,2025-04-19,2025-04-26,6.4
P00476-L008,P00476,medical,2025-05-20,2025-05-27,6.9
P00476-L009,P00476,earned,2025-06-21,2025-06-24,2.6
P00476-L010,P00476,medical,2025-07-30,2025-08-03,4.1
P00476-L011,P00476,earned,2025-09-06,2025-09-13,6.5
P00476-L012,P00476,casual,2025-10-07,2025-10-20,13.3
P00476-L013,P00476,casual,2025-11-18,2025-11-22,3.9
P00476-L014,P00476,earned,2025-12-23,2025-12-31,8.5
P00476-L015,P00476,earned,2026-02-01,2026-02-14,13.1
P00476-L016,P00476,earned,2026-03-20,2026-03-26,5.7
P00476-L017,P00476,medical,2026-04-22,2026-04-25,3.1
P00476-L018,P00476,earned,2026-05-17,2026-05-24,6.7
P00476-L019,P00476,earned,2026-06-23,2026-06-29,6.5
P00476-L020,P00476,earned,2026-07-30,2026-08-03,4.4
P00477-L001,P00477,compensatory,2024-09-07,2024-09-14,7.0
P00477-L002,P00477,casual,2024-10-22,2024-11-01,9.8
P00477-L003,P00477,casual,2024-11-20,2024-11-30,9.7
P00477-L004,P00477,medical,2025-01-03,2025-01-09,6.4
P00477-L005,P00477,casual,2025-02-23,2025-03-04,9.4
P00477-L006,P00477,medical,2025-04-11,2025-04-14,3.7
P00477-L007,P00477,casual,2025-05-10,2025-05-17,6.5
P00477-L008,P00477,compensatory,2025-06-25,2025-07-03,7.4
P00477-L009,P00477,casual,2025-07-23,2025-07-26,3.2
P00477-L010,P00477,compensatory,2025-09-10,2025-09-18,8.5
P00477-L011,P00477,earned,2025-10-23,2025-11-09,16.5
P00477-L012,P00477,earned,2025-11-21,2025-12-15,23.5
P00477-L013,P00477,casual,2026-01-17,2026-01-24,6.3
P00477-L014,P00477,casual,2026-02-22,2026-03-02,7.4
P00477-L015,P00477,earned,2026-04-03,2026-04-16,12.2
P00477-L016,P00477,earned,2026-05-04,2026-05-11,7.7
P00477-L017,P00477,earned,2026-06-16,2026-06-17,1.5
P00477-L018,P00477,casual,2026-07-23,2026-08-03,11.1
P00478-L001,P00478,earned,2024-09-01,2024-09-08,7.5
P00478-L002,P00478,casual,2024-10-08,2024-10-22,14.8
P00478-L003,P00478,casual,2024-11-06,2024-11-10,4.5
P00478-L004,P00478,casual,2024-12-04,2024-12-17,12.5
P00478-L005,P00478,casual,2025-01-06,2025-01-16,9.2
P00478-L006,P00478,compensatory,2025-02-08,2025-02-16,7.9
