training_id,personnel_id,course_name,start_date,end_date,training_hours
P00493-TR04,P00493,Communications and Signals,2025-10-21,2025-10-27,50.5
P00493-TR05,P00493,Jungle Warfare Refresher,2026-03-01,2026-03-05,34.6
P00493-TR06,P00493,Stress Management Workshop,2025-11-07,2025-11-11,35.0
P00493-TR07,P00493,Counter-IED Awareness,2024-09-18,2024-09-22,33.5
P00493-TR08,P00493,Physical Efficiency Test Preparation,2025-07-09,2025-07-12,19.8
P00493-TR09,P00493,First Response and Trauma Care,2026-06-24,2026-06-27,21.6
P00493-TR10,P00493,Physical Efficiency Test Preparation,2025-10-03,2025-10-05,16.1
P00494-TR01,P00494,Crowd Management,2026-05-21,2026-05-22,4.1
P00494-TR02,P00494,Stress Management Workshop,2026-03-19,2026-03-23,28.9
P00494-TR03,P00494,Crowd Management,2026-08-19,2026-08-22,18.2
P00494-TR04,P00494,Jungle Warfare Refresher,2025-10-23,2025-10-24,7.0
P00494-TR05,P00494,Communications and Signals,2024-10-28,2024-10-29,6.6
P00494-TR06,P00494,First Response and Trauma Care,2026-02-23,2026-02-25,18.1
P00494-TR07,P00494,Counter-IED Awareness,2025-05-21,2025-05-22,11.5
P00494-TR08,P00494,Counter-IED Awareness,2025-10-04,2025-10-07,23.5
P00494-TR09,P00494,Communications and Signals,2026-02-18,2026-02-21,27.9
P00494-TR10,P00494,Communications and Signals,2025-08-15,2025-08-20,40.5
P00494-TR11,P00494,Communications and Signals,2024-11-29,2024-12-01,19.2
P00494-TR12,P00494,Crowd Management,2024-12-04,2024-12-06,12.5
P00494-TR13,P00494,Crowd Management,2025-09-07,2025-09-08,6.3
P00494-TR14,P00494,Physical Efficiency Test Preparation,2025-01-12,2025-01-16,29.1
P00494-TR15,P00494,Weapons Refresher,2025-04-20,2025-04-26,44.8
P00494-TR16,P00494,Physical Efficiency Test Preparation,2024-11-09,2024-11-13,26.9
P00495-TR01,P00495,First Response and Trauma Care,2026-06-03,2026-06-05,8.6
P00495-TR02,P00495,Counter-IED Awareness,2025-07-21,2025-07-25,34.3
P00495-TR03,P00495,Physical Efficiency Test Preparation,2026-08-11,2026-08-15,34.0
P00495-TR04,P00495,First Response and Trauma Care,2025-01-16,2025-01-20,34.9
P00495-TR05,P00495,First Response and Trauma Care,2025-06-16,2025-06-17,5.7
P00495-TR06,P00495,Physical Efficiency Test Preparation,2025-05-31,2025-06-04,32.1
P00495-TR07,P00495,Weapons Refresher,2024-09-04,2024-09-08,32.3
P00495-TR08,P00495,Jungle Warfare Refresher,2025-11-29,2025-12-02,28.6
P00495-TR09,P00495,Counter-IED Awareness,2026-02-26,2026-02-27,5.0
P00496-TR01,P00496,Physical Efficiency Test Preparation,2026-07-04,2026-07-08,33.6
P00496-TR02,P00496,Counter-IED Awareness,2025-02-10,2025-02-12,15.3
P00496-TR03,P00496,Crowd Management,2026-07-14,2026-07-16,19.8
P00496-TR04,P00496,Communications and Signals,2026-07-31,2026-08-01,4.0
P00496-TR05,P00496,Communications and Signals,2026-02-14,2026-02-16,12.9
P00496-TR06,P00496,Communications and Signals,2025-06-16,2025-06-21,37.5
P00496-TR07,P00496,Counter-IED Awareness,2025-01-27,2025-01-30,23.5
P00496-TR08,P00496,Stress Management Workshop,2025-08-28,2025-08-29,5.3
P00496-TR09,P00496,Counter-IED Awareness,2025-08-12,2025-08-15,29.7
P00497-TR01,P00497,Physical Efficiency Test Preparation,2026-03-24,2026-03-26,19.7
P00497-TR02,P00497,First Response and Trauma Care,2025-08-16,2025-08-18,14.3
P00497-TR03,P00497,Stress Management Workshop,2025-07-03,2025-07-06,25.3
P00497-TR04,P00497,Counter-IED Awareness,2026-01-15,2026-01-16,4.4
P00497-TR05,P00497,First Response and Trauma Care,2025-07-12,2025-07-15,19.3
P00497-TR06,P00497,First Response and Trauma Care,2025-02-20,2025-02-27,51.2
P00497-TR07,P00497,Counter-IED Awareness,2025-04-17,2025-04-18,7.0
P00497-TR08,P00497,Counter-IED Awareness,2025-01-15,2025-01-16,4.0
P00497-TR09,P00497,Weapons Refresher,2025-08-10,2025-08-13,22.9
P00497-TR10,P00497,Crowd Management,2025-03-11,2025-03-12,9.6
P00497-TR11,P00497,Weapons Refresher,2024-12-30,2025-01-02,19.1
P00498-TR01,P00498,Counter-IED Awareness,2026-05-24,2026-05-28,32.5
P00498-TR02,P00498,Communications and Signals,2025-06-24,2025-06-30,45.5
P00498-TR03,P00498,First Response and Trauma Care,2024-10-24,2024-10-27,29.8
P00498-TR04,P00498,Communications and Signals,2025-02-02,2025-02-03,6.4
P00498-TR05,P00498,Communications and Signals,2025-05-25,2025-05-27,12.0
P00499-TR01,P00499,Crowd Management,2025-02-06,2025-02-08,10.8
P00499-TR02,P00499,Weapons Refresher,2026-06-27,2026-06-28,6.3
P00499-TR03,P00499,Physical Efficiency Test Preparation,2026-02-04,2026-02-05,7.9
P00499-TR04,P00499,First Response and Trauma Care,2024-09-03,2024-09-04,14.0
P00499-TR05,P00499,Counter-IED Awareness,2024-10-17,2024-10-19,17.5
P00499-TR06,P00499,Physical Efficiency Test Preparation,2024-12-07,2024-12-08,9.5
P00499-TR07,P00499,Weapons Refresher,2025-07-05,2025-07-06,9.8
P00499-TR08,P00499,Stress Management Workshop,2024-11-13,2024-11-17,33.9
P00499-TR09,P00499,Counter-IED Awareness,2026-03-06,2026-03-07,8.9
P00499-TR10,P00499,Counter-IED Awareness,2025-02-10,2025-02-11,7.6
P00499-TR11,P00499,First Response and Trauma Care,2025-04-25,2025-04-30,38.6
P00499-TR12,P00499,Stress Management Workshop,2024-09-12,2024-09-14,14.6
P00499-TR13,P00499,Stress Management Workshop,2026-07-11,2026-07-12,7.5
P00499-TR14,P00499,Communications and Signals,2024-12-17,2024-12-21,28.5
P00499-TR15,P00499,Crowd Management,2026-04-08,2026-04-12,29.8
P00499-TR16,P00499,Crowd Management,2024-12-18,2024-12-24,44.5
P00499-TR17,P00499,Counter-IED Awareness,2026-04-28,2026-04-29,8.0
P00499-TR18,P00499,Counter-IED Awareness,2026-05-18,2026-05-22,26.1
P00499-TR19,P00499,First Response and Trauma Care,2025-07-04,2025-07-08,29.2
P00499-TR20,P00499,First Response and Trauma Care,2025-10-15,2025-10-16,14.2
P00499-TR21,P00499,Counter-IED Awareness,2025-10-12,2025-10-14,16.3
P00499-TR22,P00499,Jungle Warfare Refresher,2026-03-29,2026-04-01,23.5
P00499-TR23,P00499,First Response and Trauma Care,2025-03-10,2025-03-11,4.6
P00500-TR01,P00500,Communications and Signals,2025-05-17,2025-05-20,16.6
P00500-TR02,P00500,Communications and Signals,2026-01-17,2026-01-25,60.0
P00500-TR03,P00500,Stress Management Workshop,2024-11-21,2024-11-23,11.4
P00500-TR04,P00500,Crowd Management,2025-01-18,2025-01-24,45.6
P00500-TR05,P00500,Stress Management Workshop,2025-05-19,2025-05-20,13.4
P00500-TR06,P00500,First Response and Trauma Care,2026-08-19,2026-08-22,18.3
P00500-TR07,P00500,First Response and Trauma Care,2024-10-06,2024-10-08,17.0
P00500-TR08,P00500,Physical Efficiency Test Preparation,2025-12-17,2025-12-22,39.0
P00500-TR09,P00500,Weapons Refresher,2025-10-30,2025-10-31,7.0
P00501-TR01,P00501,Stress Management Workshop,2025-09-17,2025-09-18,5.7
P00501-TR02,P00501,Counter-IED Awareness,2025-06-18,2025-06-21,18.5
P00501-TR03,P00501,Stress Management Workshop,2025-11-14,2025-11-21,60.0
P00501-TR04,P00501,Jungle Warfare Refresher,2025-12-08,2025-12-10,16.1
P00501-TR05,P00501,Jungle Warfare Refresher,2024-09-14,2024-09-16,17.6
P00501-TR06,P00501,Physical Efficiency Test Preparation,2024-10-26,2024-10-28,19.0
P00501-TR07,P00501,Counter-IED Awareness,2025-01-21,2025-01-24,22.6
P00501-TR08,P00501,Physical Efficiency Test Preparation,2026-07-14,2026-07-19,37.1
P00501-TR09,P00501,Jungle Warfare Refresher,2024-11-29,2024-12-01,16.6
P00501-TR10,P00501,Jungle Warfare Refresher,2025-11-14,2025-11-17,28.9
P00501-TR11,P00501,First Response and Trauma Care,2026-03-27,2026-03-31,27.6
P00501-TR12,P00501,Communications and Signals,2024-12-20,2024-12-22,22.4
P00501-TR13,P00501,Jungle Warfare Refresher,2025-04-05,2025-04-06,5.8
P00501-TR14,P00501,Stress Management Workshop,2025-07-27,2025-07-30,25.5
P00501-TR15,P00501,Communications and Signals,2026-01-14,2026-01-19,43.0
P00501-TR16,P00501,Counter-IED Awareness,2025-07-01,2025-07-04,25.6
P00501-TR17,P00501,Crowd Management,2025-08-14,2025-08-16,16.4
P00501-TR18,P00501,Communications and Signals,2025-04-27,2025-04-29,16.5
P00502-TR01,P00502,Weapons Refresher,2024-11-19,2024-11-22,17.4
P00502-TR02,P00502,Crowd Management,2025-10-22,2025-10-24,18.5
P00502-TR03,P00502,Physical Efficiency Test Preparation,2024-11-29,2024-12-03,26.4
P00502-TR04,P00502,Physical Efficiency Test Preparation,2026-08-22,2026-08-25,25.8
P00502-TR05,P00502,Weapons Refresher,2025-04-25,2025-04-26,5.6
P00502-TR06,P00502,First Response and Trauma Care,2025-05-21,2025-05-22,11.7
P00502-TR07,P00502,Weapons Refresher,2024-09-15,2024-09-18,23.7
P00502-TR08,P00502,Weapons Refresher,2025-05-06,2025-05-10,26.5
P00502-TR09,P00502,First Response and Trauma Care,2025-10-20,2025-10-23,19.7
P00502-TR10,P00502,Weapons Refresher,2026-02-10,2026-02-11,13.9
P00502-TR11,P00502,Weapons Refresher,2025-12-15,2025-12-18,19.4
P00502-TR12,P00502,Jungle Warfare Refresher,2026-05-14,2026-05-19,40.0
P00502-TR13,P00502,Crowd Management,2025-01-18,2025-01-19,10.4
P00502-TR14,P00502,Physical Efficiency Test Preparation,2024-10-18,2024-10-24,47.7
P00502-TR15,P00502,Weapons Refresher,2026-04-23,2026-04-26,26.6
P00502-TR16,P00502,Jungle Warfare Refresher,2026-01-09,2026-01-12,30.9
P00502-TR17,P00502,Stress Management Workshop,2025-10-21,2025-10-26,38.2
P00502-TR18,P00502,Physical Efficiency Test Preparation,2026-03-05,2026-03-09,31.3
P00503-TR01,P00503,Jungle Warfare Refresher,2024-11-08,2024-11-11,24.4
P00503-TR02,P00503,Physical Efficiency Test Preparation,2024-12-03,2024-12-07,36.9
P00503-TR03,P00503,Jungle Warfare Refresher,2025-02-24,2025-02-26,11.0
P00503-TR04,P00503,Physical Efficiency Test Preparation,2024-10-15,2024-10-16,10.7
P00503-TR05,P00503,Communications and Signals,2025-05-31,2025-06-03,24.0
P00503-TR06,P00503,Jungle Warfare Refresher,2025-04-01,2025-04-03,17.7
P00503-TR07,P00503,Communications and Signals,2026-03-19,2026-03-21,12.0
P00503-TR08,P00503,Communications and Signals,2024-10-02,2024-10-05,25.4
P00503-TR09,P00503,Communications and Signals,2025-06-28,2025-07-01,25.6
P00503-TR10,P00503,Crowd Management,2025-04-20,2025-04-21,11.9
P00503-TR11,P00503,Jungle Warfare Refresher,2024-09-25,2024-09-28,24.2
P00503-TR12,P00503,Weapons Refresher,2025-04-11,2025-04-12,6.9
P00503-TR13,P00503,Crowd Management,2026-06-26,2026-06-30,29.6
P00503-TR14,P00503,Stress Management Workshop,2025-08-13,2025-08-15,15.6
P00503-TR15,P00503,Physical Efficiency Test Preparation,2026-08-25,2026-08-27,18.9
P00504-TR01,P00504,Crowd Management,2025-10-23,2025-10-25,17.4
P00504-TR02,P00504,Counter-IED Awareness,2026-01-07,2026-01-08,11.5
P00504-TR03,P00504,First Response and Trauma Care,2026-04-17,2026-04-24,56.0
P00504-TR04,P00504,Counter-IED Awareness,2025-09-10,2025-09-14,32.8
P00504-TR05,P00504,Counter-IED Awareness,2024-12-20,2024-12-23,25.2
P00504-TR06,P00504,Communications and Signals,2025-02-27,2025-03-01,12.1
P00504-TR07,P00504,Jungle Warfare Refresher,2026-04-11,2026-04-15,31.5
P00504-TR08,P00504,Weapons Refresher,2024-11-02,2024-11-05,22.8
P00504-TR09,P00504,Counter-IED Awareness,2026-05-03,2026-05-05,12.1
P00504-TR10,P00504,Weapons Refresher,2025-09-13,2025-09-16,20.1
P00504-TR11,P00504,Physical Efficiency Test Preparation,2025-06-09,2025-06-11,11.2
P00504-TR12,P00504,Weapons Refresher,2025-11-14,2025-11-15,7.6
P00505-TR01,P00505,Physical Efficiency Test Preparation,2025-04-13,2025-04-14,8.8
P00505-TR02,P00505,Weapons Refresher,2026-01-19,2026-01-23,31.7
P00505-TR03,P00505,Stress Management Workshop,2024-10-29,2024-11-03,33.1
P00505-TR04,P00505,Communications and Signals,2025-07-15,2025-07-19,27.5
P00505-TR05,P00505,Weapons Refresher,2025-08-26,2025-08-28,10.5
P00505-TR06,P00505,Counter-IED Awareness,2025-03-05,2025-03-07,13.7
P00506-TR01,P00506,Stress Management Workshop,2025-04-01,2025-04-02,12.8
P00506-TR02,P00506,Crowd Management,2025-08-27,2025-08-29,18.2
P00506-TR03,P00506,Counter-IED Awareness,2025-03-19,2025-03-21,15.8
P00506-TR04,P00506,First Response and Trauma Care,2026-02-24,2026-02-27,24.9
P00506-TR05,P00506,Jungle Warfare Refresher,2024-12-24,2024-12-29,34.0
P00506-TR06,P00506,Jungle Warfare Refresher,2025-01-29,2025-02-01,18.8
P00506-TR07,P00506,Jungle Warfare Refresher,2025-01-29,2025-01-31,15.5
P00506-TR08,P00506,First Response and Trauma Care,2025-06-09,2025-06-11,15.9
P00506-TR09,P00506,Stress Management Workshop,2025-11-04,2025-11-07,29.0
P00506-TR10,P00506,Counter-IED Awareness,2026-06-26,2026-06-28,16.2
P00506-TR11,P00506,Weapons Refresher,2025-07-14,2025-07-19,35.6
P00506-TR12,P00506,Crowd Management,2026-01-13,2026-01-17,29.5
P00507-TR01,P00507,Stress Management Workshop,2026-08-02,2026-08-03,7.3
P00507-TR02,P00507,Physical Efficiency Test Preparation,2026-05-01,2026-05-06,39.1
P00507-TR03,P00507,First Response and Trauma Care,2024-11-22,2024-11-24,16.9
P00507-TR04,P00507,Crowd Management,2025-07-01,2025-07-06,37.8
P00507-TR05,P00507,Counter-IED Awareness,2025-10-20,2025-10-22,14.9
P00507-TR06,P00507,First Response and Trauma Care,2025-05-03,2025-05-05,16.5
P00507-TR07,P00507,Crowd Management,2025-12-26,2025-12-28,13.0
P00507-TR08,P00507,Counter-IED Awareness,2025-01-30,2025-02-01,17.5
P00507-TR09,P00507,Stress Management Workshop,2025-01-18,2025-01-21,19.9
P00507-TR10,P00507,Communications and Signals,2024-09-16,2024-09-20,30.4
P00507-TR11,P00507,Crowd Management,2026-06-12,2026-06-17,34.8
P00508-TR01,P00508,Counter-IED Awareness,2025-04-05,2025-04-09,28.3
P00508-TR02,P00508,Weapons Refresher,2024-11-10,2024-11-11,5.3
P00508-TR03,P00508,Physical Efficiency Test Preparation,2025-11-04,2025-11-07,19.4
P00508-TR04,P00508,Stress Management Workshop,2025-02-22,2025-02-23,8.0
P00508-TR05,P00508,Physical Efficiency Test Preparation,2025-04-28,2025-05-02,29.0
P00508-TR06,P00508,First Response and Trauma Care,2026-03-15,2026-03-20,40.0
P00508-TR07,P00508,Communications and Signals,2025-03-26,2025-03-29,19.0
P00508-TR08,P00508,Weapons Refresher,2026-07-16,2026-07-19,23.4
P00508-TR09,P00508,First Response and Trauma Care,2025-03-17,2025-03-19,18.1
P00509-TR01,P00509,Stress Management Workshop,2026-06-28,2026-07-01,25.8
P00509-TR02,P00509,Weapons Refresher,2024-12-20,2024-12-22,14.5
P00509-TR03,P00509,Jungle Warfare Refresher,2025-12-11,2025-12-12,10.6
P00509-TR04,P00509,Weapons Refresher,2026-04-06,2026-04-10,27.3
P00509-TR05,P00509,Counter-IED Awareness,2025-06-16,2025-06-18,17.2
P00509-TR06,P00509,Stress Management Workshop,2026-03-29,2026-03-31,16.3
P00509-TR07,P00509,Jungle Warfare Refresher,2024-10-24,2024-10-26,16.6
P00509-TR08,P00509,Counter-IED Awareness,2026-08-06,2026-08-09,19.5
P00509-TR09,P00509,Weapons Refresher,2024-11-09,2024-11-13,36.4
P00509-TR10,P00509,First Response and Trauma Care,2025-06-18,2025-06-22,26.6
P00509-TR11,P00509,Crowd Management,2025-12-05,2025-12-06,4.0
P00509-TR12,P00509,Weapons Refresher,2026-02-15,2026-02-19,26.3
P00510-TR01,P00510,Jungle Warfare Refresher,2024-12-05,2024-12-07,8.3
P00510-TR02,P00510,Weapons Refresher,2024-10-11,2024-10-13,13.2
P00510-TR03,P00510,First Response and Trauma Care,2026-04-11,2026-04-13,20.7
P00510-TR04,P00510,Counter-IED Awareness,2024-11-10,2024-11-12,15.8
P00510-TR05,P00510,Weapons Refresher,2025-01-21,2025-01-22,8.0
P00510-TR06,P00510,Counter-IED Awareness,2024-11-21,2024-11-23,13.5
P00510-TR07,P00510,First Response and Trauma Care,2025-08-14,2025-08-17,27.7
P00510-TR08,P00510,Communications and Signals,2025-06-23,2025-06-25,13.4
P00510-TR09,P00510,Weapons Refresher,2026-07-17,2026-07-21,30.0
P00510-TR10,P00510,Communications and Signals,2026-02-06,2026-02-09,24.1
P00510-TR11,P00510,Stress Management Workshop,2025-11-13,2025-11-14,7.1
P00510-TR12,P00510,Stress Management Workshop,2025-08-28,2025-09-03,48.1
P00510-TR13,P00510,Counter-IED Awareness,2025-06-23,2025-06-27,33.5
P00511-TR01,P00511,Weapons Refresher,2025-12-11,2025-12-17,44.3
P00511-TR02,P00511,Physical Efficiency Test Preparation,2026-02-09,2026-02-12,22.0
P00511-TR03,P00511,Communications and Signals,2024-09-30,2024-10-03,30.2
P00511-TR04,P00511,Counter-IED Awareness,2024-10-11,2024-10-14,17.2
P00511-TR05,P00511,Weapons Refresher,2026-05-01,2026-05-03,18.5
P00511-TR06,P00511,Stress Management Workshop,2025-03-29,2025-03-30,9.7
P00511-TR07,P00511,Jungle Warfare Refresher,2024-12-22,2024-12-25,22.6
P00511-TR08,P00511,Counter-IED Awareness,2026-03-16,2026-03-20,26.3
P00511-TR09,P00511,Crowd Management,2025-08-12,2025-08-14,17.0
P00511-TR10,P00511,First Response and Trauma Care,2026-05-28,2026-05-31,19.8
P00511-TR11,P00511,Physical Efficiency Test Preparation,2026-07-26,2026-07-29,23.1
P00511-TR12,P00511,Counter-IED Awareness,2025-12-18,2025-12-22,34.6
P00511-TR13,P00511,Communications and Signals,2026-05-28,2026-05-31,26.1
P00511-TR14,P00511,Communications and Signals,2026-07-13,2026-07-14,5.9
P00511-TR15,P00511,Counter-IED Awareness,2025-04-16,2025-04-24,60.0
P00511-TR16,P00511,Weapons Refresher,2025-08-20,2025-08-24,37.0
P00511-TR17,P00511,Stress Management Workshop,2026-01-03,2026-01-06,25.7
P00512-TR01,P00512,Communications and Signals,2026-04-10,2026-04-14,28.5
P00512-TR02,P00512,First Response and Trauma Care,2026-04-10,2026-04-16,50.2
P00512-TR03,P00512,Physical Efficiency Test Preparation,2025-03-18,2025-03-21,23.4
P00512-TR04,P00512,Crowd Management,2024-09-29,2024-10-02,30.8
P00512-TR05,P00512,Physical Efficiency Test Preparation,2024-12-30,2025-01-02,26.8
P00512-TR06,P00512,Jungle Warfare Refresher,2024-12-19,2024-12-20,6.9
P00512-TR07,P00512,Communications and Signals,2025-04-10,2025-04-14,31.8
P00512-TR08,P00512,First Response and Trauma Care,2025-01-22,2025-01-24,18.6
P00512-TR09,P00512,Physical Efficiency Test Preparation,2026-01-20,2026-01-21,5.2
P00512-TR10,P00512,Counter-IED Awareness,2025-07-07,2025-07-14,57.3
P00512-TR11,P00512,Counter-IED Awareness,2025-04-25,2025-04-26,6.2
P00512-TR12,P00512,Crowd Management,2024-11-18,2024-11-19,8.1
P00512-TR13,P00512,Stress Management Workshop,2026-06-01,2026-06-04,21.4
P00512-TR14,P00512,Weapons Refresher,2025-03-15,2025-03-16,7.8
P00513-TR01,P00513,Counter-IED Awareness,2024-10-07,2024-10-14,53.4
P00513-TR02,P00513,First Response and Trauma Care,2025-11-11,2025-11-14,30.1
P00513-TR03,P00513,Jungle Warfare Refresher,2026-02-12,2026-02-17,37.2
P00513-TR04,P00513,First Response and Trauma Care,2025-04-16,2025-04-19,17.8
P00513-TR05,P00513,First Response and Trauma Care,2026-06-30,2026-07-04,36.3
P00513-TR06,P00513,Stress Management Workshop,2026-05-24,2026-05-26,14.8
P00513-TR07,P00513,Jungle Warfare Refresher,2024-12-11,2024-12-13,20.7
P00513-TR08,P00513,Communications and Signals,2025-05-10,2025-05-12,22.9
P00513-TR09,P00513,Weapons Refresher,2025-09-17,2025-09-18,7.8
P00513-TR10,P00513,Counter-IED Awareness,2025-10-15,2025-10-16,14.0
P00513-TR11,P00513,Stress Management Workshop,2024-09-22,2024-09-25,23.6
P00513-TR12,P00513,Physical Efficiency Test Preparation,2025-11-24,2025-11-25,9.8
P00513-TR13,P00513,First Response and Trauma Care,2026-01-21,2026-01-23,16.4
P00514-TR01,P00514,Crowd Management,2025-10-14,2025-10-19,43.2
P00514-TR02,P00514,Weapons Refresher,2026-02-20,2026-02-24,26.3
P00514-TR03,P00514,Physical Efficiency Test Preparation,2024-09-09,2024-09-11,14.6
P00515-TR01,P00515,Physical Efficiency Test Preparation,2025-09-30,2025-10-01,9.6
P00515-TR02,P00515,Communications and Signals,2025-11-06,2025-11-13,60.0
P00515-TR03,P00515,First Response and Trauma Care,2025-03-26,2025-03-28,15.3
P00515-TR04,P00515,First Response and Trauma Care,2026-05-13,2026-05-15,17.0
P00515-TR05,P00515,Communications and Signals,2025-04-08,2025-04-10,21.3
P00515-TR06,P00515,First Response and Trauma Care,2025-03-20,2025-03-25,42.5
P00515-TR07,P00515,First Response and Trauma Care,2025-04-04,2025-04-05,9.5
P00515-TR08,P00515,Communications and Signals,2025-06-28,2025-06-29,11.6
P00515-TR09,P00515,Stress Management Workshop,2024-09-07,2024-09-10,24.1
P00516-TR01,P00516,Communications and Signals,2026-03-02,2026-03-05,24.2
P00516-TR02,P00516,Crowd Management,2026-06-02,2026-06-04,18.2
P00516-TR03,P00516,Counter-IED Awareness,2024-10-24,2024-10-26,12.9
P00516-TR04,P00516,First Response and Trauma Care,2026-02-20,2026-02-21,10.7
P00516-TR05,P00516,First Response and Trauma Care,2025-06-08,2025-06-16,60.0
P00516-TR06,P00516,Jungle Warfare Refresher,2025-01-28,2025-01-30,19.2
P00517-TR01,P00517,Weapons Refresher,2025-04-10,2025-04-14,25.5
P00517-TR02,P00517,Counter-IED Awareness,2024-10-25,2024-10-29,31.2
P00517-TR03,P00517,Counter-IED Awareness,2024-11-02,2024-11-05,20.9
P00517-TR04,P00517,Jungle Warfare Refresher,2025-06-14,2025-06-21,54.8
P00517-TR05,P00517,Jungle Warfare Refresher,2026-01-20,2026-01-24,30.5
P00517-TR06,P00517,Weapons Refresher,2025-10-12,2025-10-14,21.3
P00517-TR07,P00517,Crowd Management,2024-09-12,2024-09-14,16.2
P00517-TR08,P00517,Stress Management Workshop,2025-01-14,2025-01-16,13.5
